Summary,Series
"Quark's cousin Gaila, knowing Quark is desperate for funds, takes him on as a junior partner in his highly lucrative arms dealing business. With his mother Keiko away dealing with a plague on Bajor, Yoshi O'Brien will only stop crying when Miles holds him, making things difficult.",DS9
Tekeny Ghemor (Second Skin) arrives on Deep Space Nine and reveals that he is dying.,DS9
"At the end of his rope, Quark returns home and discovers Moogie has a secret lover.",DS9
"Martok, Worf, and Dax go on a mission aboard a Klingon ship to search for a missing Klingon vessel. However, Martok's uneasiness about battle, a result of his captivity, affects his crew's morale.",DS9
An accident causes the crew to meet their own descendants - and presents them with an ethical dilemma.,DS9
An act of desperation by the Maquis could plunge the Federation into war: The Maquis have 30 cloaked missiles heading to Cardassia.,DS9
"O'Brien, Garak, Nog and an engineering team go to Deep Space Nine's abandoned sister space station, Empok Nor, to salvage components. The away team soon discover that all is not as it seems.",DS9
"Jake wants to give his father a present to cheer him up, a 1951 Willie Mays baseball card. He enlists Nog to help him obtain it, but they run into complications with a mysterious geneticist, Dr. Giger. Kai Winn, worried over the prospect of a Federation/Dominion war and its effects on Bajor, meets with Dominion representative Weyoun.",DS9
"Faced with the realization that the Dominion are taking over the Alpha Quadrant, Sisko decides to mine the entrance to the wormhole with self-replicating cloaked mines, thus beginning the Dominion War.",DS9
"Three months into the war, DS9 is still under Dominion control. Sisko and his crew are given a mission to destroy a vital Ketracel White facility deep in Dominion space using a captured Jem'Hadar ship. Jake is working for the Federation News Service. Odo is head of Terok Nor's security supported by the Vorta Weyoun.",DS9
Sisko and his tired crew crash on a planet where they encounter a band of Jem'Hadar.,DS9
"While on General Martok's ship Worf is reunited with his estranged son, Alexander.",DS9
"Sisko creates a risky plan to disable a critical Dominion sensor array able to see 5 sectors out, while on Terok Nor, Kira, Jake, Rom and Odo seek to undermine the Cardassian/Dominion Alliance.",DS9
"Learning of thousands of Dominion reinforcements gathering in the Gamma Quadrant, Sisko initiates a plan to retake Deep Space Nine and secure the wormhole before the minefield is detonated. (Part 1 of 2)",DS9
"Sisko commands the Defiant and 600 Federation ships against a Dominion/Cardassian armada to retake Deep Space Nine. Damar has Kira, Jake, and Leeta arrested. (Part 2 of 2)",DS9
"Worf's plans for a traditional Klingon wedding hinge on Martok's demanding wife, Sirella, accepting Dax into their family.",DS9
"The Mirror Universe counterpart of Kira's dead love, Vedek Bareil, takes her hostage on Deep Space Nine as he is running from the evil Alliance of his universe.",DS9
"Bashir attempts to reintegrate genetically engineered misfits into society, but they are asked by Starfleet to become a think tank when they provide insightful analysis of upcoming Dominion peace talks.",DS9
"Quark mounts a rescue mission when his mother, Ishka, is captured by the Dominion and Grand Nagus Zek offers a reward for her return.",DS9
"An attack on the Starfleet ship carrying Gul Dukat to a hearing for war crimes, as well as Captain Sisko who is to testify at the hearing, leaves the two of them stranded on a deserted planet together.",DS9
Morn is killed in an ion storm and Sisko informs Quark that Morn left his entire estate to him. But Quark has a little competition.,DS9
"As Sisko considers leaving Starfleet due to the destruction of Captain Swofford's ship, the Cortez, he has a vision of himself as a science fiction writer in the 1950s.",DS9
"Dax, O'Brien, and Bashir board a Runabout, which is shrunken to four inches long as they investigate a rare subspace compression phenomenon.",DS9
Starfleet Intelligence recruits Chief O'Brien to infiltrate the Orion Syndicate to find a Starfleet informant.,DS9
"When Jadzia Dax is critically injured on an away mission, Worf must choose between saving his wife or completing their assignment. O'Brien becomes obsessed with beating Quark at Tongo.",DS9
"When Dukat tells Kira that her mother, Kira Meru, did not die when Nerys was three, but was actually Dukat's lover, Kira goes into the past using the Bajoran Orb of Time to find the truth.",DS9
Bashir is accused of unknowingly spying for the Dominion.,DS9
"Sisko asks Garak to help him get the Romulans to join the war against the Dominion. However, Sisko finds that he might not be able to keep his ethics intact to do it.",DS9
Bashir shows off a new Holosuite program of a martini lounge with a 1960s Vegas singer named Vic Fontaine who is very perceptive; and gives advice to Odo when Kira visits her ex-lover Shakaar.,DS9
Sisko is called to Bajor when an ancient tablet addressing the Emissary is discovered at B'hala.,DS9
"Jake and Nog come under attack by the Jem'Hadar and are rescued by a rogue Defiant class starship, the Valiant, under the command of Starfleet Red Squadron cadets.",DS9
Quark helps out when Zek's status as the Ferengi Grand Nagus is put in jeopardy by proposing equal rights for Ferengi females.,DS9
"Molly O'Brien disappears in a vortex and reappears as an 18-year-old woman, but she is now feral, bringing great difficulty for her parents.",DS9
"The Defiant picks up a distress call from Captain Lisa Cusak, whose escape pod has crashed on a remote planet following the destruction of her ship, the Olympia.",DS9
"Starfleet Command begins an offensive against the Dominion, and Sisko is chosen to lead the invasion of Cardassia, but the Cardassian/Dominion Alliance has secretly reinforced their borders with unmanned orbital weapons platforms.",DS9
"With the Bajoran wormhole collapsed, Sisko struggles for a way to contact the Bajoran Prophets. The Romulans receive permission from the Bajorans to open a military hospital on the moon Derna. General Martok offers Worf an opportunity to gain admission to Sto'Vo'Kor for Jadzia.",DS9
"A new Dax appears on the scene. Sisko's quest leads him to the truth about his existence. The discovery that the Romulan hospital is heavily armed leads Colonel Kira to set up a blockade of Derna. Bashir, O'Brien, and, surprisingly, Quark join Worf and Martok on a dangerous mission to destroy the Dominion shipyard.",DS9
"Everyone who knew Jadzia Dax reacts strongly to Ezri Dax's presence, particularly Worf. Meanwhile, Garak suffers from bad attacks of claustrophobia.",DS9
"Sisko must train his staff to play baseball when the Vulcan Captain Solok, an old rival of his, challenges Sisko to a game while his ship is being repaired.",DS9
"Bashir falls for a genetically enhanced patient, Sarina Douglas, that he brought out of a catatonic state using an experimental medical procedure.",DS9
"A Vorta defector, Weyoun-6, gives Odo valuable information in exchange for asylum. Weyoun-7, the next clone in the series, pursues them. Meanwhile, Nog engages in a series of barters to get a Graviton Stabilizer for Miles.",DS9
"Kor (Ep 2.19, Blood Oath & 4.9, The Sword of Kahless), an aging Klingon hero, asks Worf to find him a battle assignment. Martok plans a ""cavalry raid"" of five birds of prey, hitting several key targets behind enemy lines to throw them off balance.",DS9
"Sisko and crew relieve Starfleet troops under siege by Jem'Hadar at a key communications outpost, AR-558, the largest Dominion communications array in the sector.",DS9
"Dukat, now a religious leader of a Bajoran Pah-Wraith cult, holds Kira hostage. Mika, one of Dukat's followers, gives birth to a half-Cardassian child.",DS9
"Nog struggles with PTSD from the traumatic battle of AR-558 where he lost his leg. So, he begins living with Vic Fontaine.",DS9
"Ezri goes to New Sydney to find O'Brien and uncovers some disturbing family secrets. Miles goes in search of the widow of Liam Bilby, Morica Bilby, whom he befriended in an undercover operation.",DS9
